timestamp,filename,oldReplication,newReplication,heatScore
1751271908855,/blog/tags/xdotool,3,2,20.74
1751271908859,/blog/tags/flex,3,2,20.74
1751271908860,/blog/tags/X11,3,4,84.77
1751271908861,/blog/tags/barcampnyc,3,2,20.74
1751271908861,/blog/tags/c__grok,3,2,20.74
1751271908862,/blog/tags/beaurocracy,3,2,20.74
1751271908862,/presentations/logstash-provops/js/jquery.min.js,3,2,20.74
1751271908863,/files/xdotool/docs/html/xdo_8h.html,3,4,81.02
1751271908864,/blog/tags/jquery_20mobile,3,4,84.77
1751271908864,/blog/tags/macros,3,2,20.74
1751271908865,/presentations/logstash-intro/js/core.js,3,2,20.74
1751271908866,/blog/tags/dhcp,3,2,20.74
1751271908866,/blog/geekery/sysadvent-day-6.html,3,2,20.74
1751271908866,/presentations/logstash-provops/css/main.css,3,2,20.74
1751271908867,/presentations/logstash-preso-1.0/images/xkcd-perl.png,3,2,20.74
1751271908867,/scripts/grok-py-test/,3,2,20.74
1751271908868,/blog/tags/strtok,3,2,20.74
1751271908868,/projects/java-chatclient/imchat.tar.gz,3,2,20.74
1751271908869,/blog/geekery/debugging-java-performance.html,3,4,93.81
1751271908870,/blog/geekery/102.html,3,2,20.74
1751271908870,/misc/tempest.netstat.Jan05,3,2,20.74
1751271908871,/files/images/,3,2,20.74
1751271908872,/blog/static/about.html,3,2,20.74
1751271908872,/blog/geekery/159.html,3,2,20.74
1751271908873,/blog/geekery/mini-freebsd-script.html,3,2,20.74
1751271908873,/blog/geekery/ssl-latency.html,3,4,130.35
1751271908874,/blog/articles/dynamic-dns-with-dhcp/,3,2,20.74
1751271908874,/blog/tags/ruby,3,2,20.74
1751271908874,/files/xdotool/docs/html/search/search.js,3,4,78.96
1751271908875,/presentations/logstash-preso-1.0/images/kibana-dashboard2.png,3,2,20.74
1751271908875,/blog/geekery/field-extraction-tool-fex-release.html,3,2,20.74
1751271908876,/presentations/logstash-blah/images/office-space-printer-beat-down-gif.gif,3,4,71.74
1751271908877,/presentations/logstash-intro/css/theme/images/ui-icons_eeeeee_256x240.png,3,2,20.74
1751271908877,/doc/index.html,3,2,20.74
1751271908878,/presentations/unix-basics/images/expand.png,3,2,20.74
1751271908878,/projects/xdotool,3,4,92.48
1751271908878,/blog/tags/webdriver,3,2,20.74
1751271908879,/blog/rants/dns-providers.html,3,2,20.74
1751271908879,/blog/geekery/118.html,3,2,20.74
1751271908880,/blog/tags/data,3,2,20.74
1751271908880,/blog/tags/facts,3,2,20.74
1751271908880,/blog/tags/freebsd,3,2,20.74
1751271908881,/user/register,3,2,20.74
1751271908881,/kibana/loader2.php,3,2,20.74
1751271908881,/files/xdotool/docs/html/tab_l.gif,3,4,78.96
1751271908881,/blog/tags/freebsd,2,1,20.74
1751271908882,/files/blogposts/20090520/,3,2,20.74
1751271908882,/files/blogposts/20071009/dxargs.py,3,2,20.74
1751271908883,/misc/pre-harden.xml,3,2,20.74
1751271908883,/files/xdotool/docs/latex/structcharcodemap.tex,3,2,20.74
1751271908883,/blog/tags/ideas,3,2,20.74
1751271908884,/blog/tags/xlib,3,2,20.74
1751271908884,/presentations/logstash-puppetconf-2012/images/nagios-sms1.png,3,4,98.61
1751271908884,/blog/tags/barcampstanford,3,2,20.74
1751271908885,/presentations/logstash-puppetconf-2012/lib/font/league_gothic-webfont.ttf__20format__22truetype_22,3,2,20.74
1751271908885,/blog/geekery/disabling-battery-in-ubuntu-vms.html,3,4,115.19
1751271908886,/blog/site/165.html,3,2,20.74
1751271908886,/presentations/logstash-preso-1.0/images/nagios-sms6.png,3,2,20.74
1751271908886,/articles/dy,3,2,20.74
1751271908887,/blog/tags/antipattern,3,2,20.74
1751271908887,/presentations/logstash-provops/images/github.png,3,2,20.74
1751271908887,/presentations/logstash-preso-1.0/images/kibana-dashboard.png,3,2,20.74
1751271908887,/blog/tags/sysprep,3,2,20.74
1751271908888,/scripts/python/wrap.backup/main.py,3,2,20.74
1751271908888,/blog/geekery/puppet-facts-into-mcollective.html,3,2,20.74
1751271908888,/demo/jquery-magicpuff.html,3,2,20.74
1751271908889,/files/xdotool,3,2,20.74
1751271908889,/files/newpsm/,3,2,20.74
1751271908889,/blog/tags/g__,3,2,20.74
1751271908889,/blog/geekery/defcon-15-pre.html,3,2,20.74
1751271908890,/files/xdotool/docs/html/xdotool_8h_source.html,3,2,20.74
1751271908890,/blog/tags/tf2,3,2,20.74
1751271908890,/blog/tags/rdoc,3,2,20.74
1751271908890,/images/grokplan.png,3,2,20.74
1751271908891,/blog/articles/ssh-security/main.html,3,2,20.74
1751271908891,/presentations/logstash-preso-1.0/images/alarm-clock.jpg,3,2,20.74
1751271908891,/presentations/logstash-hmmm/lib/js/head.min.js,3,2,20.74
1751271908892,/files/blogposts/20071206/,3,2,20.74
1751271908892,/blog/productivity/better-zsh-xterm-title-fix.html,3,2,20.74
1751271908892,/blog/tags/sanity,3,2,20.74
1751271908892,/projects/keynav/,3,4,98.61
1751271908893,/articles/dynamic-dns-with-dhcp,3,2,20.74
1751271908893,/files/xdotool/docs/html/doxygen.css,3,4,78.96
1751271908894,/projects/firefox-urledit/,3,2,20.74
1751271908894,/scripts/python/wrap.backup/happyfoo.pyc,3,2,20.74
1751271908894,/presentations/logstash-provops/images/graphite-bieber-gangnam.png,3,2,20.74
1751271908895,/blog/tags/firewall_20bypass,3,2,20.74
1751271908895,/files/images/,2,1,20.74
1751271908895,/presentations/logstash-provops/lib/js/head.min.js,3,2,20.74
1751271908895,/scripts/backup/,3,2,20.74
1751271908896,/presentations/logstash-puppetconf-2012/images/xkcd-perl.png,3,4,96.31
1751271908896,/blog/tags/embedding,3,2,20.74
1751271908896,/blog/productivity/vim-text-objects.html,3,2,20.74
1751271908897,/presentations/logstash-provops/,3,2,20.74
1751271908897,/misc/color.vim.html,3,2,20.74
1751271908897,/blog/tags/script,3,2,20.74
1751271908898,/presentations/logstash-intro/css/theme/ui.slider.css,3,2,20.74
1751271908898,/presentations/logstash-hmmm/lib/font/league_gothic-webfont.woff,3,2,20.74
1751271908898,/scripts/python/wrap/,3,2,20.74
1751271908898,/blog/2007/Mar,3,2,20.74
1751271908899,/blog/tags/centos,3,2,20.74
1751271908899,/projects/xd,3,2,20.74
1751271908899,/presentations/logstash-preso-1.0/lib/css/zenburn.css,3,2,20.74
1751271908900,/files/logstash/logstash-1.0.17-monolithic.jar,3,2,20.74
1751271908900,/demo/jquery-magicpuff.html,2,1,20.74
1751271908900,/blog/geekery/screen-solaris-terminfo.html,3,2,20.74
1751271908901,/files/xmlpresenter/,3,2,20.74
1751271908901,/blog/geekery/barcamp-rochester3.html,3,2,20.74
1751271908901,/presentations/logstash-preso-1.0/plugin/markdown/markdown.js,3,2,20.74
1751271908901,/blog/tags/regex,3,2,20.74
1751271908902,/misc/rcfiles/procmailrc,3,2,20.74
1751271908902,/presentations/logstash-preso-1.0/images/kibana-dashboard3.png,3,2,20.74
1751271908902,/files/blogposts/20091227/pretty-xterm-thumb.png,3,2,20.74
1751271908903,/blog/tags/colors,3,2,20.74
1751271908903,/scripts/mkgemrpms.sh,3,2,20.74
1751271908903,/blog/tags/__,3,2,20.74
1751271908904,/blog/geekery/grok-pcre-sneak.html,3,2,20.74
1751271908904,/blog/rants/fedora-yum.html,3,2,20.74
1751271908904,/files/java-chatclient/,3,2,20.74
1751271908904,/files/blogposts/20071009/,3,2,20.74
1751271908905,/projects/newpsm/images/newmouse.png,3,2,20.74
1751271908905,/blog/tags/tabsearch,3,2,20.74
1751271908905,/presentations/logstash-provops/images/vs.jpg,3,2,20.74
1751271908905,/files/xdotool/docs/html/globals_type.html,3,2,20.74
1751271908905,/blog/2006/May/04,3,2,20.74
1751271908906,/projects/keynav/demo-thumb.png,3,4,81.02
1751271908906,/files/xdotool/docs/html/xdo_8h_source.html,3,2,20.74
1751271908906,/blog/tags/hack,3,2,20.74
1751271908906,/blog/tags/mysql,3,2,20.74
1751271908907,/resume.xml,3,4,89.63
1751271908907,/blog/tags/wifi,3,2,20.74
1751271908907,/scripts/backup/recover,3,2,20.74
1751271908907,/files/rubygems615/java-ssl-debug.txt,3,2,20.74
1751271908907,/projects/newpsm/patch-CURRENT-Apr.13.06.newmoused_newpsm,3,2,20.74
1751271908908,/presentations/vim/___________________________________Result___E8_F1_EF_EE_EB_FC_E7_EE_E2_E0_ED__ED_E8_EA_ED_E5_E9_EC__22newkoversjup_22__ReCaptcha__E4_E5_F8_E8_F4_F0_EE_E2_E0_ED_E0___28JS_29___E7_E0_F0_E5_E3_E8_F1_F2_F0_E8_F0_EE_E2_E0_EB_E8_F1_FC___ED_E5__ED_E0_F8_EB_EE_F1_FC__F4_EE_F0_EC_FB__E4_EB_FF__EE_F2_EF_F0_E0_E2_EA_E8__Result___EE_F8_E8_E1_EA_E0___22i_never_really_liked_c_27s_assert_28_29_feature._if_an_assertion_is_violated,3,2,20.74
1751271908908,/blog/tags/libpcre,3,2,20.74
